Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,363.880005,366.470001,360.000000,360.470001,360.470001,2976800
2023-09-06,360.019989,362.799988,359.260010,361.670013,361.670013,2655800
2023-09-07,360.959991,363.299988,360.869995,361.799988,361.799988,3263800
2023-09-08,362.519989,364.829987,361.769989,363.149994,363.149994,3019100
2023-09-11,364.869995,366.609985,364.510010,365.519989,365.519989,2921600
2023-09-12,365.649994,370.429993,365.470001,367.779999,367.779999,2898400
2023-09-13,369.329987,370.839996,365.970001,367.820007,367.820007,3261400
2023-09-14,370.100006,370.220001,368.260010,369.500000,369.500000,3670100
2023-09-15,368.519989,370.200012,367.519989,367.859985,367.859985,11595000
2023-09-18,369.329987,371.329987,367.790009,370.429993,370.429993,3130900
2023-09-19,371.640015,373.339996,368.459991,370.480011,370.480011,2603700
2023-09-20,371.329987,371.339996,366.730011,366.820007,366.820007,2268400
2023-09-21,366.559998,367.200012,362.940002,363.279999,363.279999,3178600
2023-09-22,362.779999,363.420013,359.760010,360.160004,360.160004,3969400
2023-09-25,359.010010,361.890015,357.269989,361.709991,361.709991,2556200
2023-09-26,359.799988,360.790009,357.950012,359.420013,359.420013,3063900
2023-09-27,360.010010,360.519989,354.269989,357.779999,357.779999,3535400
2023-09-28,357.799988,359.470001,356.670013,357.059998,357.059998,2731700
2023-09-29,357.299988,357.500000,348.549988,350.299988,350.299988,4932900
2023-10-02,349.640015,350.000000,345.410004,348.079987,348.079987,3527600
2023-10-03,347.390015,348.239990,342.130005,343.040009,343.040009,3151700
2023-10-04,342.920013,344.010010,339.510010,343.690002,343.690002,3244600
2023-10-05,343.700012,345.940002,342.369995,345.059998,345.059998,3027300
2023-10-06,344.100006,348.760010,341.859985,346.339996,346.339996,3174700
2023-10-09,344.239990,345.899994,342.829987,345.450012,345.450012,2762800
2023-10-10,347.000000,349.510010,345.500000,348.559998,348.559998,2858600
2023-10-11,349.380005,349.600006,344.920013,348.429993,348.429993,2620800
2023-10-12,348.209991,348.660004,343.019989,345.660004,345.660004,2677500
2023-10-13,346.000000,348.440002,343.880005,345.089996,345.089996,2804800
2023-10-16,348.000000,349.940002,345.829987,346.230011,346.230011,3117800
2023-10-17,346.179993,348.410004,344.149994,345.390015,345.390015,2998600
2023-10-18,344.720001,344.829987,339.959991,340.890015,340.890015,2977100
2023-10-19,340.309998,342.690002,338.450012,338.660004,338.660004,2741300
2023-10-20,338.149994,340.000000,334.350006,335.859985,335.859985,3466100
2023-10-23,334.070007,338.880005,333.489990,336.839996,336.839996,2794200
2023-10-24,338.179993,339.850006,337.769989,338.630005,338.630005,2355700
2023-10-25,338.589996,339.619995,336.549988,336.899994,336.899994,2623200
2023-10-26,337.070007,338.320007,335.459991,336.160004,336.160004,2685400
2023-10-27,336.119995,336.190002,330.579987,331.709991,331.709991,3608200
2023-10-30,332.959991,338.359985,332.179993,337.410004,337.410004,2634700
2023-10-31,337.950012,341.489990,337.500000,341.329987,341.329987,3066900
2023-11-01,341.209991,345.329987,340.579987,343.750000,343.750000,2789700
2023-11-02,346.390015,349.390015,344.500000,349.019989,349.019989,3433700
2023-11-03,350.170013,354.350006,349.790009,351.809998,351.809998,4409100
2023-11-06,354.029999,354.029999,344.059998,346.630005,346.630005,5486200
2023-11-07,346.809998,346.950012,344.299988,346.170013,346.170013,3062900
2023-11-08,346.850006,348.000000,344.690002,346.299988,346.299988,2602400
2023-11-09,347.640015,350.109985,346.880005,348.179993,348.179993,3052100
