Date,Open,High,Low,Close,Adj Close,Volume
2023-11-10,349.600006,351.200012,348.600006,350.559998,350.559998,3701100
2023-11-13,350.089996,350.649994,348.809998,350.010010,350.010010,2196200
2023-11-14,352.519989,355.950012,351.250000,354.250000,354.250000,3387500
2023-11-15,355.019989,357.309998,354.480011,356.790009,356.790009,3572900
2023-11-16,357.790009,360.000000,357.230011,359.859985,359.859985,2822500
2023-11-17,360.470001,360.559998,358.070007,358.929993,358.929993,3260000
2023-11-20,359.350006,362.609985,358.179993,361.329987,361.329987,3215300
2023-11-21,360.579987,363.029999,360.250000,361.000000,361.000000,2918800
2023-11-22,361.760010,362.459991,360.049988,361.799988,361.799988,2110200
2023-11-24,362.510010,363.190002,361.239990,362.679993,362.679993,1282000
2023-11-27,362.640015,362.640015,359.579987,361.339996,361.339996,2580300
2023-11-28,361.549988,362.119995,359.209991,360.049988,360.049988,2953500
2023-11-29,360.950012,361.519989,358.299988,358.690002,358.690002,3141100
2023-11-30,359.450012,360.429993,358.420013,360.000000,360.000000,4606800
2023-12-01,359.940002,360.239990,355.299988,357.070007,357.070007,4705700
2023-12-04,355.910004,357.829987,353.790009,356.660004,356.660004,3053400
2023-12-05,355.230011,356.600006,352.290009,355.029999,355.029999,3061200
2023-12-06,356.149994,357.450012,351.890015,352.380005,352.380005,3039100
2023-12-07,352.000000,353.019989,350.850006,352.700012,352.700012,2830000
2023-12-08,353.000000,353.670013,351.019989,353.079987,353.079987,3289000
2023-12-11,355.000000,357.489990,354.209991,357.059998,357.059998,3108400
2023-12-12,357.899994,360.410004,356.760010,360.019989,360.019989,3188800
2023-12-13,360.190002,362.149994,359.040009,362.029999,362.029999,3132700
2023-12-14,364.049988,364.049988,356.380005,358.119995,358.119995,5512300
2023-12-15,357.630005,358.000000,354.200012,356.500000,356.500000,8578200
2023-12-18,357.420013,361.140015,357.000000,359.649994,359.649994,4526400
2023-12-19,360.149994,362.549988,359.089996,361.799988,361.799988,3084600
2023-12-20,361.519989,361.660004,355.119995,355.350006,355.350006,3926700
2023-12-21,356.019989,357.200012,353.630005,356.140015,356.140015,2851200
2023-12-22,356.500000,358.260010,355.410004,356.470001,356.470001,2332200
2023-12-26,356.899994,357.769989,356.079987,356.829987,356.829987,1964400
2023-12-27,355.929993,357.079987,355.500000,356.950012,356.950012,2478500
2023-12-28,357.480011,358.679993,356.730011,357.570007,357.570007,2740600
2023-12-29,357.559998,357.859985,355.309998,356.660004,356.660004,3269400
2024-01-02,356.320007,362.570007,355.940002,362.459991,362.459991,4737000
2024-01-03,362.079987,367.850006,361.070007,366.750000,366.750000,4321800
2024-01-04,367.410004,369.369995,363.410004,363.679993,363.679993,4142800
2024-01-05,364.829987,366.299988,364.190002,365.589996,365.589996,2965200
2024-01-08,366.010010,368.299988,364.200012,368.179993,368.179993,3445700
2024-01-09,368.000000,368.000000,364.769989,366.899994,366.899994,2998800
2024-01-10,366.260010,368.829987,365.750000,367.920013,367.920013,2448100
2024-01-11,367.809998,367.890015,362.130005,363.339996,363.339996,3577800
2024-01-12,366.510010,366.850006,362.570007,363.619995,363.619995,2623100
2024-01-16,362.940002,363.600006,359.890015,361.100006,361.100006,3046500
2024-01-17,359.010010,362.529999,357.980011,359.290009,359.290009,2550300
2024-01-18,359.250000,362.640015,358.299988,362.380005,362.380005,3007800
2024-01-19,362.250000,368.309998,361.019989,366.989990,366.989990,4063700
2024-01-22,368.049988,369.269989,366.529999,368.059998,368.059998,3552500
2024-01-23,368.019989,372.420013,367.709991,372.140015,372.140015,2896300
2024-01-24,372.529999,377.790009,372.029999,376.589996,376.589996,4589300
2024-01-25,379.239990,380.989990,377.890015,380.850006,380.850006,4055800
2024-01-26,381.049988,385.730011,380.000000,385.399994,385.399994,3621400
2024-01-29,385.489990,385.700012,379.170013,383.179993,383.179993,3797400
2024-01-30,383.239990,387.640015,380.079987,387.149994,387.149994,3090900
2024-01-31,386.529999,387.920013,383.549988,383.739990,383.739990,3856400
2024-02-01,384.000000,386.549988,381.480011,386.440002,386.440002,2947100
2024-02-02,386.679993,392.070007,386.440002,390.750000,390.750000,3806800
2024-02-05,389.950012,393.369995,389.290009,390.760010,390.760010,3651900
2024-02-06,390.290009,393.929993,390.000000,393.739990,393.739990,2573400
2024-02-07,394.600006,399.149994,394.359985,397.660004,397.660004,3426800
2024-02-08,397.220001,398.649994,394.850006,397.489990,397.489990,3357700
2024-02-09,397.309998,398.359985,395.820007,398.359985,398.359985,2509800
2024-02-12,398.649994,399.480011,396.190002,397.709991,397.709991,2817900
2024-02-13,397.179993,399.709991,392.100006,394.799988,394.799988,3458500
2024-02-14,395.149994,398.859985,393.549988,398.679993,398.679993,2669200
2024-02-15,399.140015,404.269989,398.299988,403.450012,403.450012,3076000
2024-02-16,404.440002,406.739990,402.589996,405.989990,405.989990,3532200
2024-02-20,406.470001,411.109985,406.059998,407.149994,407.149994,3530700
2024-02-21,408.260010,409.480011,406.700012,409.250000,409.250000,2717600
2024-02-22,411.299988,416.260010,411.000000,415.160004,415.160004,3687600
2024-02-23,417.679993,420.559998,416.519989,417.220001,417.220001,4015600
2024-02-26,422.000000,430.000000,408.850006,409.140015,409.140015,7432300
2024-02-27,409.209991,409.959991,401.709991,408.910004,408.910004,4609100
2024-02-28,408.500000,414.670013,407.709991,412.140015,412.140015,4067400
2024-02-29,413.100006,413.790009,408.380005,409.399994,409.399994,4845200
2024-03-01,409.480011,410.390015,405.450012,407.109985,407.109985,3282100
2024-03-04,405.000000,405.950012,401.429993,403.390015,403.390015,4179400
2024-03-05,402.549988,403.329987,398.779999,400.739990,400.739990,4711700
2024-03-06,402.179993,407.440002,401.700012,403.959991,403.959991,3839100
2024-03-07,406.109985,406.399994,399.570007,402.390015,402.390015,4181300
2024-03-08,401.079987,403.359985,400.010010,403.149994,403.149994,3410600
2024-03-11,403.299988,405.010010,402.739990,404.760010,404.760010,2431700
2024-03-12,406.779999,407.200012,404.100006,404.980011,404.980011,2616700
2024-03-13,405.299988,409.000000,404.149994,408.130005,408.130005,3584600
2024-03-14,409.079987,409.079987,403.339996,406.730011,406.730011,3734700
2024-03-15,404.269989,408.459991,402.500000,408.130005,408.130005,7548800
2024-03-18,408.700012,410.600006,406.000000,408.410004,408.410004,3775700
2024-03-19,409.079987,412.190002,408.089996,411.760010,411.760010,2795800
2024-03-20,412.019989,416.309998,411.549988,416.109985,416.109985,2932900
2024-03-21,416.700012,417.829987,413.510010,413.779999,413.779999,3401600
2024-03-22,413.000000,414.350006,411.399994,411.600006,411.600006,2999600
2024-03-25,410.670013,411.070007,408.920013,409.920013,409.920013,2804200
2024-03-26,410.000000,412.660004,408.600006,411.570007,411.570007,2935100
2024-03-27,413.649994,417.209991,413.399994,416.929993,416.929993,2926000
2024-03-28,417.799988,421.440002,415.850006,420.519989,420.519989,4377400
2024-04-01,421.489990,421.660004,417.809998,420.200012,420.200012,2716100
2024-04-02,419.750000,421.010010,418.089996,418.920013,418.920013,3174900
2024-04-03,419.000000,421.910004,418.519989,420.239990,420.239990,2740800
2024-04-04,423.839996,424.519989,414.549988,415.320007,415.320007,3800600
2024-04-05,416.559998,419.269989,415.410004,418.619995,418.619995,2738300
2024-04-08,418.320007,418.570007,415.630005,415.970001,415.970001,2485700
2024-04-09,416.579987,417.320007,412.119995,414.690002,414.690002,2233100
2024-04-10,412.739990,413.559998,407.529999,409.109985,409.109985,3121300
2024-04-11,408.399994,411.149994,404.049988,407.609985,407.609985,2889900
2024-04-12,405.000000,407.209991,401.440002,403.260010,403.260010,3467300
2024-04-15,406.989990,409.059998,399.859985,400.260010,400.260010,3002300
2024-04-16,400.970001,401.250000,396.500000,396.920013,396.920013,3435500
2024-04-17,398.940002,399.279999,395.660004,397.739990,397.739990,2465600
2024-04-18,399.700012,402.989990,399.100006,399.890015,399.890015,2669500
2024-04-19,401.040009,405.570007,400.170013,405.079987,405.079987,3996100
2024-04-22,406.839996,411.350006,406.250000,408.779999,408.779999,2980600
2024-04-23,410.250000,410.720001,405.640015,408.739990,408.739990,2287600
2024-04-24,407.100006,407.619995,403.880005,405.950012,405.950012,2506900
2024-04-25,404.850006,406.140015,400.350006,404.910004,404.910004,2670200
2024-04-26,403.920013,404.750000,401.410004,402.100006,402.100006,3023100
2024-04-29,402.660004,404.869995,400.079987,400.959991,400.959991,2363600
2024-04-30,400.579987,400.600006,396.369995,396.730011,396.730011,3070500
2024-05-01,396.609985,402.320007,396.350006,398.579987,398.579987,2605000
2024-05-02,401.000000,401.559998,397.880005,400.600006,400.600006,2672200
2024-05-03,404.500000,404.500000,399.209991,400.869995,400.869995,4119100
2024-05-06,403.959991,405.149994,399.260010,404.920013,404.920013,3918900
2024-05-07,406.929993,407.260010,403.609985,406.140015,406.140015,3084200
2024-05-08,406.470001,407.230011,403.750000,406.369995,406.369995,2398100
2024-05-09,406.250000,408.869995,405.459991,408.820007,408.820007,2356600
2024-05-10,409.850006,412.380005,409.200012,412.049988,412.049988,3084500
2024-05-13,414.059998,414.299988,410.190002,411.220001,411.220001,2710300
2024-05-14,410.450012,411.559998,408.170013,410.239990,410.239990,2672400
2024-05-15,410.510010,413.399994,410.100006,412.760010,412.760010,2854600
2024-05-16,413.799988,416.339996,412.910004,413.119995,413.119995,3549700
2024-05-17,413.980011,417.329987,413.700012,416.940002,416.940002,2988700
2024-05-20,417.040009,417.279999,412.619995,413.000000,413.000000,3287900
2024-05-21,413.589996,415.700012,412.559998,414.369995,414.369995,2731900
2024-05-22,414.950012,417.260010,412.959991,413.989990,413.989990,2664400
2024-05-23,413.250000,413.250000,404.869995,405.880005,405.880005,3392300
2024-05-24,406.899994,407.959991,405.500000,407.410004,407.410004,2067700
2024-05-28,408.239990,408.239990,401.869995,403.899994,403.899994,3315400
2024-05-29,403.000000,405.869995,401.579987,404.089996,404.089996,3426800
2024-05-30,403.769989,409.040009,402.769989,408.609985,408.609985,2905300
2024-05-31,408.089996,415.399994,406.880005,414.399994,414.399994,5190000
2024-06-03,414.890015,416.720001,408.779999,414.790009,414.790009,4903000
2024-06-04,414.850006,415.890015,406.440002,409.529999,409.529999,4154800
2024-06-05,410.100006,410.279999,405.769989,409.850006,409.850006,2634400
2024-06-06,410.420013,411.239990,407.380005,411.079987,411.079987,3438900
2024-06-07,411.279999,415.880005,409.850006,413.720001,413.720001,2942100
2024-06-10,413.339996,413.940002,409.269989,410.809998,410.809998,2667300
2024-06-11,408.880005,408.910004,406.109985,408.500000,408.500000,3605900
2024-06-12,411.089996,411.890015,407.160004,408.769989,408.769989,3551900
2024-06-13,407.630005,408.000000,403.570007,405.920013,405.920013,4563300
2024-06-14,404.899994,406.339996,403.329987,405.540009,405.540009,2768600
2024-06-17,405.179993,407.820007,403.549988,407.320007,407.320007,3406500
2024-06-18,406.750000,408.500000,405.279999,407.950012,407.950012,4005300
2024-06-20,407.250000,411.000000,404.049988,409.149994,409.149994,4844700
2024-06-21,409.820007,410.470001,407.679993,409.619995,409.619995,9009400
2024-06-24,410.700012,417.000000,410.000000,413.980011,413.980011,4933300
2024-06-25,414.000000,414.250000,409.619995,410.970001,410.970001,3879800
2024-06-26,410.019989,410.679993,407.250000,410.260010,410.260010,3334300
2024-06-27,410.260010,410.260010,406.339996,407.950012,407.950012,3218600
2024-06-28,408.250000,410.049988,405.790009,406.799988,406.799988,6819800
2024-07-01,408.089996,409.670013,403.820007,405.190002,405.190002,2974100
2024-07-02,404.019989,407.390015,403.920013,407.100006,407.100006,3220900
2024-07-03,407.160004,407.160004,404.220001,405.769989,405.769989,1970300
2024-07-05,406.239990,411.399994,405.029999,411.170013,411.170013,5149200
2024-07-08,411.269989,413.790009,408.000000,409.079987,409.079987,3559500
2024-07-09,409.420013,413.709991,408.640015,410.519989,410.519989,2989700
2024-07-10,410.809998,413.959991,409.399994,413.790009,413.790009,3791800
2024-07-11,413.989990,419.200012,412.000000,418.779999,418.779999,4065200
2024-07-12,420.230011,427.450012,419.700012,424.440002,424.440002,4834600
2024-07-15,425.589996,434.709991,425.299988,434.420013,434.420013,4594900
2024-07-16,437.399994,439.049988,434.019989,438.899994,438.899994,4293700
2024-07-17,437.850006,446.149994,437.839996,445.609985,445.609985,4776600
2024-07-18,445.619995,449.250000,439.570007,441.820007,441.820007,4638300
2024-07-19,442.670013,442.799988,433.350006,434.470001,434.470001,4158800
2024-07-22,435.049988,438.109985,432.119995,435.980011,435.980011,2995700
2024-07-23,437.339996,437.920013,433.470001,434.010010,434.010010,2393000
2024-07-24,433.989990,435.410004,430.730011,432.799988,432.799988,3143700
2024-07-25,431.600006,439.630005,431.600006,433.290009,433.290009,3334300
2024-07-26,435.660004,439.000000,434.100006,437.660004,437.660004,2717600
2024-07-29,438.010010,439.440002,435.489990,438.309998,438.309998,2620000
2024-07-30,439.510010,443.890015,439.140015,441.260010,441.260010,3736400
2024-07-31,439.850006,440.850006,437.739990,438.500000,438.500000,3798800
2024-08-01,439.670013,440.609985,430.950012,431.809998,431.809998,3892300
2024-08-02,429.769989,436.250000,423.489990,428.359985,428.359985,4251500
2024-08-05,413.429993,417.820007,406.109985,413.720001,413.720001,7695100
2024-08-06,416.410004,427.459991,415.100006,422.140015,422.140015,5138700
2024-08-07,426.070007,433.170013,425.600006,427.019989,427.019989,4745600
2024-08-08,429.239990,432.260010,427.600006,431.540009,431.540009,3150000
2024-08-09,431.920013,434.750000,430.209991,431.670013,431.670013,2602600
2024-08-12,434.160004,434.160004,429.010010,430.390015,430.390015,2376000
2024-08-13,431.829987,432.809998,425.899994,432.410004,432.410004,3472000
2024-08-14,433.000000,438.980011,431.709991,438.470001,438.470001,2860200
2024-08-15,441.799988,442.589996,438.720001,440.839996,440.839996,3226400
2024-08-16,441.549988,445.200012,440.450012,444.510010,444.510010,3345000
2024-08-19,446.010010,450.450012,445.730011,448.769989,448.769989,3385300
2024-08-20,449.299988,450.500000,446.380005,448.359985,448.359985,2906500
2024-08-21,449.839996,451.279999,443.839996,446.600006,446.600006,3028500
2024-08-22,446.299988,449.600006,444.649994,449.029999,449.029999,3502800
2024-08-23,450.000000,453.720001,448.809998,453.380005,453.380005,2805400
2024-08-26,455.309998,459.269989,453.339996,454.489990,454.489990,3575800
2024-08-27,455.940002,462.100006,454.619995,460.630005,460.630005,3764700
2024-08-28,461.170013,466.600006,460.779999,464.589996,464.589996,4838100
2024-08-29,467.109985,469.850006,463.000000,468.369995,468.369995,4459400
2024-08-30,470.519989,476.950012,470.000000,475.920013,475.920013,7465800
2024-09-03,475.000000,482.890015,473.720001,476.829987,476.829987,7500800
2024-09-04,478.679993,484.799988,474.310089,478.570007,478.570007,5218561
